segment;payment_type;customer_city;customer_state;total_payment;order_numbers
New Customer;credit_card;brumadinho;MG;476,08;4
New Customer;credit_card;brumado;BA;71,26;1
New Customer;credit_card;brusque;SC;1879,21;6
New Customer;credit_card;buenopolis;MG;44,28;1
New Customer;credit_card;buenos aires;PE;115,46;1
New Customer;credit_card;buerarema;BA;393,51;1
New Customer;credit_card;buri;SP;168,75;1
New Customer;credit_card;buritama;SP;56,79;1
New Customer;credit_card;buriti dos lopes;PI;231,88;1
New Customer;credit_card;buritis;MG;181,06;2
New Customer;credit_card;buritizal;SP;55,96;1
New Customer;credit_card;butia;RS;362,56;1
New Customer;credit_card;caarapo;MS;923,85;1
New Customer;credit_card;cabedelo;PB;369,33;2
New Customer;credit_card;cabo de santo agostinho;PE;627,31;5
New Customer;credit_card;cabo frio;RJ;1502,86;9
New Customer;credit_card;cabreuva;SP;63,83;1
New Customer;credit_card;cabrobo;PE;108,44;1
New Customer;credit_card;cacador;SC;419,54;4
New Customer;credit_card;cacapava;SP;1497,42;7
New Customer;credit_card;caceres;MT;646,07;3
New Customer;credit_card;cachoeira;BA;142,65;1
New Customer;credit_card;cachoeira do sul;RS;455,13;2
New Customer;credit_card;cachoeira dourada;GO;137,93;1
New Customer;credit_card;cachoeira dourada;MG;142,67;1
New Customer;credit_card;cachoeira paulista;SP;215,64;2
New Customer;credit_card;cachoeiras de macacu;RJ;662,55;5
New Customer;credit_card;cachoeirinha;RS;1469,71;6
New Customer;credit_card;cachoeiro de itapemirim;ES;1908,23;16
New Customer;credit_card;cacoal;RO;917,89;3
New Customer;credit_card;caconde;SP;493,64;2
New Customer;credit_card;cacu;GO;367,31;2
New Customer;credit_card;caetanopolis;MG;255,91;2
New Customer;credit_card;caete;MG;302,47;4
New Customer;credit_card;caetes;PE;166,04;1
New Customer;credit_card;caetite;BA;862,39;1
New Customer;credit_card;cafelandia;PR;190,5;2
New Customer;credit_card;caiaponia;GO;42,26;1
New Customer;credit_card;caibate;RS;340,24;1
New Customer;credit_card;caicara do norte;RN;1157,41;1
New Customer;credit_card;caico;RN;589,91;2
New Customer;credit_card;caieiras;SP;1561,92;13
New Customer;credit_card;cajamar;SP;879,12;11
New Customer;credit_card;cajati;SP;273,88;3
New Customer;credit_card;cajazeiras;PB;273,05;2
New Customer;credit_card;cajobi;SP;132,8;2
New Customer;credit_card;cajuru;SP;53,38;1
New Customer;credit_card;calcado;PE;223,54;1
New Customer;credit_card;caldas novas;GO;176,2;1
New Customer;credit_card;california da barra;RJ;52,83;1
New Customer;credit_card;camacari;BA;606,13;4
New Customer;credit_card;camamu;BA;204,94;2
New Customer;credit_card;camanducaia;MG;202,16;2
New Customer;credit_card;camaragibe;PE;337,56;4
New Customer;credit_card;cambe;PR;1084,47;3
New Customer;credit_card;camboriu;SC;934,31;3
New Customer;credit_card;cambuci;RJ;273,92;2
New Customer;credit_card;cambui;MG;1021,79;3
New Customer;credit_card;campanha;MG;296,88;3
New Customer;credit_card;campestre do maranhao;MA;132,9;1
New Customer;credit_card;campina das missoes;RS;170;1
New Customer;credit_card;campina grande;PB;4594,7;16
New Customer;credit_card;campina grande do sul;PR;315,48;3
New Customer;credit_card;campina verde;MG;169,88;2
New Customer;credit_card;campinas;SP;33121,04;193
New Customer;credit_card;campo belo;MG;115,65;2
New Customer;credit_card;campo bom;RS;332,16;5
New Customer;credit_card;campo formoso;BA;792,06;1
New Customer;credit_card;campo grande;MS;6758,61;46
New Customer;credit_card;campo largo;PR;567,35;8
New Customer;credit_card;campo limpo paulista;SP;683,76;7
New Customer;credit_card;campo maior;PI;207,89;1
New Customer;credit_card;campo mourao;PR;799,38;9
New Customer;credit_card;campo novo do parecis;MT;108,52;1
New Customer;credit_card;campo verde;MT;143,31;2
New Customer;credit_card;campos altos;MG;176,2;1
New Customer;credit_card;campos do jordao;SP;147,78;1
New Customer;credit_card;campos dos goytacazes;RJ;3952,78;25
New Customer;credit_card;campos gerais;MG;203,09;1
New Customer;credit_card;campos novos;SC;577,02;5
New Customer;credit_card;camutanga;PE;180,81;1
New Customer;credit_card;canaa dos carajas;PA;191,18;1
New Customer;credit_card;cananeia;SP;378,4;2
New Customer;credit_card;canapi;AL;377,32;1
New Customer;credit_card;canarana;BA;130,59;1
New Customer;credit_card;canarana;MT;108,51;1
New Customer;credit_card;candeias;BA;39,25;1
New Customer;credit_card;candeias;MG;210,11;2
New Customer;credit_card;candido mota;SP;91,21;1
New Customer;credit_card;canela;RS;440,66;3
New Customer;credit_card;canelinha;SC;260,49;2
New Customer;credit_card;caninde de sao francisco;SE;116,99;1
New Customer;credit_card;canoas;RS;2927,85;22
New Customer;credit_card;canoinhas;SC;223,44;1
New Customer;credit_card;cansancao;BA;183,89;1
New Customer;credit_card;cantagalo;RJ;450,1;1
New Customer;credit_card;canudos;BA;232,89;1
New Customer;credit_card;capanema;PR;74,62;1
New Customer;credit_card;capao bonito;SP;63;1
New Customer;credit_card;capela do alto;SP;344,03;1
New Customer;credit_card;capetinga;MG;164,12;1
New Customer;credit_card;capinopolis;MG;84,14;1
New Customer;credit_card;capinzal;SC;30,23;1
New Customer;credit_card;capistrano;CE;72,16;1
New Customer;credit_card;capitao leonidas marques;PR;78,19;1
New Customer;credit_card;capitolio;MG;130,86;2
New Customer;credit_card;capivari;SP;152,09;2
New Customer;credit_card;caraguatatuba;SP;1717,54;10
New Customer;credit_card;carai;MG;35,23;1
New Customer;credit_card;carajas;PA;111,13;1
New Customer;credit_card;carambei;PR;118,65;1
New Customer;credit_card;carangola;MG;638,55;5
New Customer;credit_card;carapicuiba;SP;4874,93;38
New Customer;credit_card;caratinga;MG;258,19;4
New Customer;credit_card;caravelas;BA;222,63;1
New Customer;credit_card;carazinho;RS;96,65;1
New Customer;credit_card;cardoso moreira;RJ;73,15;1
New Customer;credit_card;cariacica;ES;3290,31;21
New Customer;credit_card;carlopolis;PR;537,33;2
New Customer;credit_card;carlos barbosa;RS;57,37;1
New Customer;credit_card;carmo;RJ;455,82;2
New Customer;credit_card;carmo da cachoeira;MG;37,79;1
New Customer;credit_card;carmo da mata;MG;102,88;2
New Customer;credit_card;carmo do cajuru;MG;133,62;1
New Customer;credit_card;carmo do paranaiba;MG;241,49;1
New Customer;credit_card;carmo do rio claro;MG;304,89;1
New Customer;credit_card;carmopolis de minas;MG;511,23;1
New Customer;credit_card;carnaubais;RN;106,11;1
New Customer;credit_card;carpina;PE;317,46;2
New Customer;credit_card;caruaru;PE;2295,75;11
New Customer;credit_card;casa branca;SP;201,78;2
New Customer;credit_card;casca;RS;389,34;2
New Customer;credit_card;cascavel;PR;3590,81;23
New Customer;credit_card;casimiro de abreu;RJ;141,88;2
New Customer;credit_card;cassilandia;MS;436,49;1
New Customer;credit_card;castanhal;PA;1349,72;4
New Customer;credit_card;castelo;ES;231,09;2
New Customer;credit_card;castelo do piaui;PI;28,26;1
New Customer;credit_card;castilho;SP;252,43;2
New Customer;credit_card;castro;PR;492,63;4
New Customer;credit_card;cataguases;MG;638,77;5
New Customer;credit_card;catalao;GO;493,88;4
New Customer;credit_card;catanduva;SP;873,79;9
New Customer;credit_card;catanduvas;SC;156,8;2
New Customer;credit_card;catas altas;MG;700,3;1
New Customer;credit_card;catende;PE;754,16;1
New Customer;credit_card;catole do rocha;PB;1059,25;1
New Customer;credit_card;catu;BA;51,84;1
New Customer;credit_card;cavalcante;GO;87,58;1
New Customer;credit_card;caxambu;MG;276,32;3
New Customer;credit_card;caxias;MA;236,46;2
New Customer;credit_card;caxias do sul;RS;5927,11;19
New Customer;credit_card;cedral;SP;185,49;1
New Customer;credit_card;cedro;CE;356,11;1
New Customer;credit_card;cedro de sao joao;SE;177,6;1
New Customer;credit_card;centro novo do maranhao;MA;352,81;1
New Customer;credit_card;cerqueira cesar;SP;695,14;4
New Customer;credit_card;cerquilho;SP;186,1;1
New Customer;credit_card;ceu azul;PR;126,29;2
New Customer;credit_card;chale;MG;84,69;1
New Customer;credit_card;chapadao do sul;MS;111,55;1
New Customer;credit_card;chapeco;SC;2902,69;13
New Customer;credit_card;charqueada;SP;55,59;1
New Customer;credit_card;charqueadas;RS;29,22;1
New Customer;credit_card;chavantes;SP;209,69;2
New Customer;credit_card;chopinzinho;PR;56,22;1
New Customer;credit_card;chorozinho;CE;398,42;1
New Customer;credit_card;cianorte;PR;740,86;7
New Customer;credit_card;claro dos pocoes;MG;123,68;1
New Customer;credit_card;claudio;MG;803,78;3
New Customer;credit_card;clementina;SP;26,44;1
New Customer;credit_card;cocal do sul;SC;1812,71;1
New Customer;credit_card;cocalinho;MT;223,54;1
New Customer;credit_card;codo;MA;372,67;1
New Customer;credit_card;colatina;ES;1270,07;7
New Customer;credit_card;colider;MT;52,13;1
New Customer;credit_card;colina;SP;47,3;1
New Customer;credit_card;colmeia;TO;91,64;1
New Customer;credit_card;colniza;MT;332,96;1
New Customer;credit_card;colombia;SP;54,64;1
New Customer;credit_card;colombo;PR;932,69;5
New Customer;credit_card;colonia leopoldina;AL;237,43;1
New Customer;credit_card;colorado;PR;48,3;1
New Customer;credit_card;colorado;RS;62,22;1
New Customer;credit_card;comendador levy gasparian;RJ;227,34;1
New Customer;credit_card;comodoro;MT;785,11;2
New Customer;credit_card;conceicao de macabu;RJ;181,1;1
New Customer;credit_card;conceicao do araguaia;PA;587,23;3
New Customer;credit_card;conceicao do castelo;ES;233;1
New Customer;credit_card;conceicao do para;MG;350,41;1
New Customer;credit_card;conceicao do rio verde;MG;277,99;1
New Customer;credit_card;conceicao dos ouros;MG;26,37;1
New Customer;credit_card;conchal;SP;477,26;3
New Customer;credit_card;concordia;SC;1120,86;3
New Customer;credit_card;concordia do para;PA;954,74;2
New Customer;credit_card;conde;BA;62,21;1
New Customer;credit_card;congonhas;MG;163,77;4
New Customer;credit_card;conquista;MG;73,06;1
New Customer;credit_card;conselheiro lafaiete;MG;491,13;5
New Customer;credit_card;conselheiro pena;MG;167,14;1
New Customer;credit_card;conservatoria;RJ;63,06;1
New Customer;credit_card;contagem;MG;6667,98;55
New Customer;credit_card;coqueiro baixo;RS;24,81;1
New Customer;credit_card;coqueiros do sul;RS;49,06;1
New Customer;credit_card;cordeiro;RJ;1005,99;6
New Customer;credit_card;cordeiropolis;SP;57,37;1
New Customer;credit_card;cornelio procopio;PR;451;4
New Customer;credit_card;coroata;MA;84,96;1
New Customer;credit_card;coromandel;MG;302,38;3
New Customer;credit_card;coronel fabriciano;MG;908,57;7
New Customer;credit_card;coronel freitas;SC;98,65;1
New Customer;credit_card;coronel joao sa;BA;212,25;1
New Customer;credit_card;coronel vivida;PR;174,16;2
New Customer;credit_card;correntes;PE;221,59;1
New Customer;credit_card;corumba;MS;658,79;3
New Customer;credit_card;corumbaiba;GO;153,14;2
New Customer;credit_card;corupa;SC;143,49;1
New Customer;credit_card;coruripe;AL;1063,09;1
New Customer;credit_card;cosmopolis;SP;412,38;3
New Customer;credit_card;costa marques;RO;1500,19;1
New Customer;credit_card;costa rica;MS;101,17;1
New Customer;credit_card;cotia;SP;4322,86;36
New Customer;credit_card;couto de magalhaes;TO;44,17;1
New Customer;credit_card;coxilha;RS;34,23;1
New Customer;credit_card;crateus;CE;992,34;2
New Customer;credit_card;cravinhos;SP;71,56;2
New Customer;credit_card;cravolandia;BA;187,83;1
New Customer;credit_card;criciuma;SC;3076,84;12
New Customer;credit_card;crissiumal;RS;234,15;1
New Customer;credit_card;cristiano otoni;MG;160,81;1
New Customer;credit_card;crixas;GO;89,58;1
New Customer;credit_card;cruz alta;RS;126,99;2
New Customer;credit_card;cruz das almas;BA;88,29;1
New Customer;credit_card;cruzalia;SP;68,05;1
New Customer;credit_card;cruzeiro;SP;1014,33;9
New Customer;credit_card;cruzeiro do oeste;PR;353,57;2
New Customer;credit_card;cubatao;SP;749,9;8
New Customer;credit_card;cuiaba;MT;4723,69;29
New Customer;credit_card;cumaru;PE;162,12;1
New Customer;credit_card;cunha;SP;204,81;1
New Customer;credit_card;cunha pora;SC;177,87;1
New Customer;credit_card;curitiba;PR;34872,07;208
New Customer;credit_card;curitibanos;SC;162,11;2
New Customer;credit_card;curiuva;PR;33,38;1
New Customer;credit_card;currais novos;RN;45,46;1
New Customer;credit_card;curvelo;MG;862,73;5
New Customer;credit_card;custodia;PE;285,69;2
New Customer;credit_card;dario meira;BA;62,2;1
New Customer;credit_card;delfim moreira;MG;39,37;1
New Customer;credit_card;denise;MT;13,63;1
New Customer;credit_card;descalvado;SP;109,68;2
New Customer;credit_card;descoberto;MG;151,61;1
New Customer;credit_card;desterro de entre rios;MG;58,28;1
New Customer;credit_card;diadema;SP;4820,61;44
New Customer;credit_card;diamantina;MG;153;2
New Customer;credit_card;diamantino;MT;204,3;2
New Customer;credit_card;dias d'avila;BA;409,04;5
New Customer;credit_card;dionisio;MG;103,04;1
New Customer;credit_card;divino;MG;93,28;1
New Customer;credit_card;divino das laranjeiras;MG;51,1;1
New Customer;credit_card;divinolandia de minas;MG;75,48;1
New Customer;credit_card;divinopolis;MG;3446,2;15
New Customer;credit_card;divisa alegre;MG;161,74;1
New Customer;credit_card;dois corregos;SP;117,49;2
New Customer;credit_card;dois irmaos;RS;217,43;3
New Customer;credit_card;dois vizinhos;PR;338,1;3
New Customer;credit_card;dom aquino;MT;72,18;1
New Customer;credit_card;dom feliciano;RS;46,29;1
New Customer;credit_card;dom pedrito;RS;236,29;2
New Customer;credit_card;domingos martins;ES;98,74;1
New Customer;credit_card;dores de campos;MG;521,05;3
New Customer;credit_card;dores do indaia;MG;117,45;1
New Customer;credit_card;dores do rio preto;ES;112,25;1
New Customer;credit_card;dormentes;PE;913,13;1
New Customer;credit_card;dourado;SP;147,29;1
New Customer;credit_card;dourados;MS;1852,11;7
New Customer;credit_card;doutor camargo;PR;106,81;1
New Customer;credit_card;dracena;SP;269,12;3
New Customer;credit_card;duartina;SP;277,79;1
New Customer;credit_card;duere;TO;158,77;1
New Customer;credit_card;dumont;SP;183,82;1
New Customer;credit_card;duque de caxias;RJ;2779,95;24
New Customer;credit_card;ecoporanga;ES;88,09;1
New Customer;credit_card;eldorado;SP;144,22;1
New Customer;credit_card;eldorado do sul;RS;93,63;1
New Customer;credit_card;elias fausto;SP;46,8;1
New Customer;credit_card;eliseu martins;PI;224,57;1
New Customer;credit_card;elisio medrado;BA;44,92;1
New Customer;credit_card;eloi mendes;MG;178,43;2
New Customer;credit_card;embu das artes;SP;3005,72;24
New Customer;credit_card;embu-guacu;SP;384,23;2
New Customer;credit_card;encantado;RS;279,98;3
New Customer;credit_card;encruzilhada do sul;RS;296,23;2
New Customer;credit_card;eneas marques;PR;76,44;2
New Customer;credit_card;engenheiro paulo de frontin;RJ;57,06;1
New Customer;credit_card;entre rios;BA;121,9;1
New Customer;credit_card;erechim;RS;473,68;3
New Customer;credit_card;erere;CE;226,23;1
New Customer;credit_card;esmeraldas;MG;1143,69;4
New Customer;credit_card;espera feliz;MG;38,47;1
New Customer;credit_card;esperanca;PB;1726,32;3
New Customer;credit_card;esperantinopolis;MA;209,36;1
New Customer;credit_card;espigao;SP;37,83;1
New Customer;credit_card;espigao alto do iguacu;PR;61,1;1
New Customer;credit_card;espirito santo do pinhal;SP;526,22;6
New Customer;credit_card;espumoso;RS;68,35;1
New Customer;credit_card;estancia;SE;62,11;1
New Customer;credit_card;estancia velha;RS;394,64;2
New Customer;credit_card;esteio;RS;1219,2;4
New Customer;credit_card;estiva gerbi;SP;281,87;2
New Customer;credit_card;estrela;RS;853,88;5
New Customer;credit_card;estrela do indaia;MG;109,5;1
New Customer;credit_card;estrela do norte;SP;107,22;1
New Customer;credit_card;eunapolis;BA;268,8;4
New Customer;credit_card;eusebio;CE;203,68;2
New Customer;credit_card;extrema;MG;1445,83;6
New Customer;credit_card;farroupilha;RS;517,88;5
New Customer;credit_card;fartura;SP;1161,98;3
New Customer;credit_card;fatima do sul;MS;1180,51;1
New Customer;credit_card;faxinal;PR;129,17;2
New Customer;credit_card;faxinal dos guedes;SC;42,27;1
New Customer;credit_card;fazenda nova;GO;89,67;1
New Customer;credit_card;fazenda rio grande;PR;463,41;3
New Customer;credit_card;fazenda vilanova;RS;40,15;1
New Customer;credit_card;feira de santana;BA;6657,28;27
New Customer;credit_card;feliz;RS;249,14;2
New Customer;credit_card;fernandopolis;SP;917,32;9
New Customer;credit_card;ferraz de vasconcelos;SP;2296,45;16
New Customer;credit_card;ferreiros;PE;133,94;1
New Customer;credit_card;flor da serra do sul;PR;117,77;1
New Customer;credit_card;flores da cunha;RS;52,24;1
New Customer;credit_card;floresta;PR;575,43;2
New Customer;credit_card;florestal;MG;68,43;1
New Customer;credit_card;floriano;PI;231,88;1
New Customer;credit_card;florianopolis;SC;13541,54;59
New Customer;credit_card;florida paulista;SP;74,39;1
New Customer;credit_card;formiga;MG;199,37;3
New Customer;credit_card;formosa;GO;346,4;2
New Customer;credit_card;formosa do rio preto;BA;1050,24;2
New Customer;credit_card;forquilha;CE;208,09;1
New Customer;credit_card;forquilhinha;SC;259,61;2
New Customer;credit_card;fortaleza;CE;15002,59;78
New Customer;credit_card;foz do iguacu;PR;1883,15;14
New Customer;credit_card;fraiburgo;SC;246,81;1
New Customer;credit_card;franca;SP;2446,32;16
New Customer;credit_card;francisco beltrao;PR;1033,62;8
New Customer;credit_card;francisco morato;SP;2086,11;17
New Customer;credit_card;franco da rocha;SP;2318,8;23
New Customer;credit_card;frederico westphalen;RS;48,21;1
New Customer;credit_card;fronteira;MG;405,57;1
New Customer;credit_card;frutal;MG;1108,34;5
New Customer;credit_card;fundao;ES;300,04;2
New Customer;credit_card;gabriel monteiro;SP;48,72;1
New Customer;credit_card;galvao;SC;78,02;1
New Customer;credit_card;gameleira;PE;265,94;1
New Customer;credit_card;garanhuns;PE;692,26;3
New Customer;credit_card;garca;SP;547,19;4
New Customer;credit_card;garopaba;SC;90,65;1
New Customer;credit_card;gaspar;SC;802,29;6
New Customer;credit_card;general maynard;SE;217,85;1
New Customer;credit_card;general salgado;SP;82,78;1
New Customer;credit_card;getulio vargas;RS;120,97;2
New Customer;credit_card;goiana;MG;64,51;1
New Customer;credit_card;goianapolis;GO;565,08;1
New Customer;credit_card;goianesia;GO;44,27;1
New Customer;credit_card;goiania;GO;15332,33;86
New Customer;credit_card;goianinha;RN;251,11;1
New Customer;credit_card;goioere;PR;745,89;2
